id,text,label,source_url,language,split,id_str,is_error,predicted_label,x,y
126,明代朱橚《普济方·卷二百三十五劳瘵门》曰：“其为状也，发干而耸，或聚或散，或腹中有块，或脑后两边有小结，多者乃至五六，或卧出盗汗，梦与鬼交，虽目视分明，而四肢无力，上气食少，渐就沉羸”。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,126,False,,0.06896966,0.018226748
127,此方是治疗结核病的药方，其中“或卧出盗汗，梦与鬼交”一句与上论北京大学藏秦简内容可互参。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,127,False,,-0.027793493,-0.019268885
128,其中在“有顷，安等皆卧，出。伐刑杀安等，置赤衣死（尸）所，盗取衣器，去买（卖）行道者所”一段内容里，整理者将“卧”和“出”单独句读，且缺释。陶安先生的释文注释亦如此，且将此处翻译为“不久，安等都躺下睡了，我（就）出来了”。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,128,False,,0.07219781,-0.040675934
129,同时引唐代湛然的解释，认为“出”是一种入睡的状态，并认为“卧出”最初是联动结构，词汇化后可看作述补结构。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,129,False,,0.06165644,-0.03434404
130,我们认为李豪先生的改释正确可从。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,130,False,,-0.042761028,0.014562583
131,上述諸字在形體特征上有明顯的相似之處，一些字上部從“厤”，“厂”形又可作“石”形（D1）或“石”省形（E1），“秝”形則也可以作“兼”形。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,131,False,,0.080872186,-0.06674242
133,一些學者認為是該部件從“𠪊/廉”省變而來，[7]另一些學者則認為其可以和西周金文中常見“蔑𤯍”之“𤯍”聯繫起來。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,133,False,,0.09248493,-0.11867305
134,整理者將辭例（1）中的該字讀為“厤”，訓爲“治”；至於辭例（2）中的“𡐰”字，整理者在注釋中言其“从厤聲，讀爲‘益’，訓爲增添”。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,134,False,,0.0950845,-0.051798634
135,劉剛先生將兩處“𡐰”皆讀為“歉”，辭例（1）可改讀為“老弱饉歉者”，“饉歉”和“飢饉”類似,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,135,False,,0.06335805,0.023165435
137,陳斯鵬先生也是從金文“蔑𤯍”問題入手，將這兩例“𡐰”讀為“勞”，“勤勞”、“增勞”也都很自然。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,137,False,,0.06292893,-0.039207924
139,由此看來，對於《越公其事》中的“𡐰”字，各方讀法皆有令人不滿意的地方，尚需研究。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,139,False,,0.01795303,-0.045181848
140,綜上，清華簡《越公其事》中“𡐰”皆以讀“歉”說更佳。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,140,False,,0.043898713,0.022872396
141,銘文内容與《銘圖》01894同，器形相近，僅鼎腹紋飾不同。《銘四》0140未記錄出土信息，不知是否爲科學發掘所得,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,141,False,,0.0010599605,-0.09749721
142,與《銘三》0164重出。《銘三》所記錄出土信息有誤，當以《銘四》爲是。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,142,False,,-0.030761722,-0.037361376
143,《銘四》釋文“曾子□□吉金”，認爲第一列下部可補兩字。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,143,False,,0.066857256,-0.019101882
145,第一列最下部應還有一字，爲“吉金”之謂語動詞（用、擇一類），故“曾子”之後當缺三字。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,145,False,,0.06623458,-0.028441267
146,“五”前一字作“IMG_256”，似是“鼎”字，“作+器物+數量”金文常見。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,146,False,,-0.0053269304,-0.059730902
147,與《銘三》0283重出。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,147,False,,-0.095950976,0.021082819
148,由此推估，“中”或可讀爲“仲舅”[9]，即今日所謂“二舅”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,148,False,,0.05742111,0.04183336
149,若爲同一器，可據《銘圖》03025補出銘文末尾族氏銘文“IMG_256”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,149,False,,-0.040613007,-0.04382633
150,所謂“弘”字作“IMG_256”，應改釋爲“引”，故該器應稱爲“引甗”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,150,False,,0.01018807,0.0033901609
151,復旦大學出土文獻與古文字研究中心通訊（2025年）,noise,https://www.fdgwz.org.cn/,chinese,train,151,False,,-0.17476787,-0.05429118
152,中心網站2026年第一季度論文打包,noise,https://www.fdgwz.org.cn/,chinese,train,152,False,,-0.245023,0.0036509405
153,我中心兩項成果入選國家語委“黨的十八大以來語言文字事業改革發展成就”,noise,https://www.fdgwz.org.cn/Web/List/1,chinese,train,153,False,,-0.112402976,-0.039690692
155,郭永秉教授入選2015年度上海市“曙光計劃”項目,noise,https://www.fdgwz.org.cn/Web/List/1?page=2,chinese,train,155,False,,-0.1912145,-0.0015762023
157,2010年度國家社科基金重大招標項目《馬王堆漢墓簡帛字詞全編》開題,noise,https://www.fdgwz.org.cn/Web/List/1?page=3,chinese,train,157,False,,-0.11352963,-0.070992246
159,田炜博士“西周金文字词关系研究”获国家社科基金青年项目资助,noise,https://www.fdgwz.org.cn/Web/List/1?page=4,chinese,train,159,False,,-0.11842153,-0.05499806
160,《长沙马王堆汉墓简帛集成》编纂出版合作协议签字仪式在复旦大学举行,noise,vhttps://www.fdgwz.org.cn/Web/List/1?page=5,chinese,train,160,False,,-0.13547364,-0.027440405
161,本信息庫包括《甲骨文合集》出版以來學界眾多學者的甲骨綴合成果信息，涵蓋公開出版物、學術網站等多個信息來源。目前庫內共有6600餘條綴合信息，並將持續更新。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,161,False,,-0.112782866,-0.24224077
162,本庫亦支持模糊檢索，即在片號位數相合時，無需輸入著録簡稱也能查得相應綴合信息，模糊檢索結果較多時，檢索頁面僅顯示50條信息，我們會在底部注明檢索結果的總數。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,162,False,,-0.087801896,-0.1662177
163,綴合情況：以“+”表示綴合，“—”表示遙綴，較複雜的綴合會在備注欄說明。用括號適當標注甲骨的不同來源信息。用“〖正〗”“〖反〗”表示甲骨正反兩面的信息。用“（）”“〔〕”“【】”等符號體現綴合信息的層次。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,163,False,,0.036142334,-0.1456313
164,綴合信息來源網站主要是先秦史研究室網站（www.xianqin.org），涉及發表在該網站的綴合，即直接提供對應的網址，數據由中心甲骨讀書會（張昂、楊熠、黃博、程名卉）整理。相關數據若存在版權問題，請及時與我們聯繫。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,164,False,,-0.067903474,-0.22343144
165,①綴合者（作者）的重要意見；②學者對於該綴合的重要意見，如實物驗證結果，綴合是否成立等；③學術網站中網友的重要留言，以“網友‘某某’留言”的形式體現,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,165,False,,0.006691456,-0.1268061
166,我們後續將對《甲骨文合集》出版前的學界綴合成果加以整理，以完善本信息庫，待數據較爲完備時即編製以“著録專書”“綴合學者”等爲主題的分庫，以滿足不同檢索需求；並將適時推出“甲骨著録信息庫”等，以實現聯合檢索，敬請關注。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,166,False,,-0.098906346,-0.2101897
168,過去，甲骨綴合成果散見多處，不便檢索。蔡哲茂先生和黃天樹先生團隊編製綴合總表，並續加更新，爲學界提供了極大便利，也爲我們編纂綴合庫樹立了榜樣。謹此致以崇高的敬意。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,168,False,,-0.064532,-0.14309958
170,目前庫內共有綴合信息6600餘條，並將持續更新。綴合庫堅持開放原則，內置交流反饋功能，使讀者與編纂人員得以良性互動。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,170,False,,-0.099497914,-0.1996498
173,過去為了找一個字，要在一套一套工具書間翻找，光是查詢就要耗掉半天，現在則縮短到了一秒之間,noise,https://xiaoxue.iis.sinica.edu.tw/guide/,chinese,train,173,False,,-0.0757365,-0.05460622
