id,text,label,source_url,language,split,id_str,is_error,predicted_label,x,y
25,「〔瞻望弗及（及）〕，水眔（泣）涕女（如）雨」。能尾少（差）沱（池）亓（其）羽于（羽），肰（然）句（後）能至哀。君子言斤心（慎）亓（其）,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,25,False,,6.212728,-19.849585
26,不柬（簡），不柬（簡）不行，不行不義。不見袁（遠）不敬，不敬不嚴，不嚴不尊（尊），不尊（尊）不共（恭），不共（恭）亡豊（禮）。未尚（嘗）,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,26,False,,9.279685,-16.90159
29,〔王才（在）上，於昭〕于而〈天〉。」此之胃（謂）也。見而智（知）之，智也。智（知）而安之，身心（仁）也。安,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,29,False,,12.068415,-17.657072
30,辯）肰（然）而正行之，植（直）也。植（直）而述（遂）之，（肆）也。（肆）而不畏彊力（強）語（禦），果也。不,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,30,False,,11.200816,-16.412369
31,於道。又（有）大辠（罪）而大豆戈（誅）之，東〈柬（簡）〉也。又（有）少（小）辠（罪）而亦（赦）之，匿也。又（有）大辠（罪）而弗大,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,31,False,,7.753849,-16.184975
32,癸未卜今日雨,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,32,False,,-13.743137,-10.802812
36,子貞Ｔ１于父丁大牢丁丑　茲用,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,36,False,,-6.0780272,-10.247269
38,虢季乍（作）寶鼎，季氏其萬年子子孫孫永寶用（享）。,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,38,False,,0.378402,-7.2512064
39,虢季乍（作）寶（簋），永寶用。,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,39,False,,0.35839838,-7.5110745
40,甲子允有來自東無于薛,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,40,False,,-6.003252,-11.773525
42,貞冊口祖乙,kpt,inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,42,False,,-9.368281,-9.590558
43,貞小子有Ｇ０１６,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,43,False,,-12.34934,-14.145093
45,貞惟父乙王,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,45,False,,-9.135441,-11.007888
46,女（如）以行，必亡貝（亡）□又□。,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,46,False,,4.7091146,-18.026957
49,田火（爨）月辛酉之日，（滕）敓之米邑人走仿登（鄧）成訟走仿郘出月以其敓泉汸與爾澤之古（故）。正義牢、坷。,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,49,False,,6.4346523,-12.01779
50,上新都人蔡（蔡）首羌訟新都南陵大宰首、右司寇正、陳土（陳）得、正卜日又（史）赤，以其為其山兄（兄）蔡（蔡）暴（斷），不灋（法）。旦佗，力可為李。既訽爿酉須逾，幸丮女（執）。,kpt,https://inscription.asdc.sinica.edu.tw/c_index.php,chinese,train,50,False,,3.0439618,-14.726975
51,《說文》：“一，惟初太始，道立於一，造分天地，化成萬物。弌，古文一。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,51,False,,16.68631,4.6898265
54,徐鉉曰：“今俗以此為艸木之艸，別作皁字為黑色之皁。案：櫟實可以染帛為黑色，故曰草。通用為草棧字。今俗書皁或从白从十，或从白从匕，皆無意義，無以下筆。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,54,False,,11.08796,1.2059091
55,《說文》：“甄，匋也。从瓦，垔聲。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,55,False,,14.484239,4.9659247
56,《說文》：“，材緊也。从女，瞏聲。《春秋傳》曰：‘ 在疚。’”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,56,False,,15.823649,3.2046316
57,《正字通．女部》：“嬛，本作𡣱。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,57,False,,14.580902,1.8744572
58,《說文》：“眉，目上毛也。从目，象眉之形，上象頟理也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,58,False,,12.690373,3.6617303
59,孔廣居疑疑：“（古文）下象目，上象毛，小篆即古文之小變，非象頟理也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,59,False,,9.226741,-0.35554478
60,《說文》：“安，靜也。从女在宀下。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,60,False,,14.604494,3.090906
61,段玉裁改“靜”作“竫”，注：“此與寍同意。”徐鍇繫傳：“安，止也。從女在宀中。”按：安居、安寧當為安本義。字或從厂。,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,61,False,,12.68198,-1.1188502
62,羅振玉《增訂殷虛書契考釋》：“此字象人梯而升高，一足在地，一足已階而升。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,62,False,,18.758532,1.9394928
63,徐鉉等注：“屋與谷皆所以盛受也。”徐鍇繫傳作“从宀，谷聲。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,63,False,,12.003661,1.3274394
64,容庚《金文編》：“年，从禾，从人，人亦聲。《說文》非。”于省吾《甲骨文字釋林》：“年乃就一切穀類全年的成熟而言。”按：甲骨文“年”字意為稔熟，金文始用作年歲字。,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,64,False,,13.759656,8.29823
66,孔廣居疑疑：“象樓臺層疊形，象上屋，冂象下屋，口象上下層之戶牖也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,66,False,,9.337262,-0.78857803
67,《漢語大字典》按：“甲、金文十二支第一位之｀子’和第六位之｀巳’、｀子某’之｀子’分用不混。前者與《說文》籀文形近，像小兒頭上有髮及兩脛之形；後者與小篆形近，上像幼兒頭及兩臂，下像兩足並入襁褓中。或以為二者是一字異體。｀子’之本義當是｀幼兒’，象形。借為干支字。＂,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,67,False,,5.1543713,5.8950357
68,《說文》：“旭，日旦出皃。从日，九聲。若勖。一曰明也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,68,False,,14.750157,4.1226153
69,邵瑛羣經正字：“今經典作昊，从日从天”，“《九經字樣》以為隷省，其實乃俗儒不識夰字，筆法相近，變為天也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,69,False,,18.572897,8.481101
70,《說文》：“王，天下所歸往也。董仲舒曰：‘古之造文者，三畫而連其中謂之王。三者，天、地、人也；而參通之者，王也。’孔子曰：‘一貫三為王。’，古文王。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,70,False,,18.0469,4.767799
73,《說文》：“浩，澆也。从水，告聲。《虞書》曰：‘洪水浩浩。’”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,73,False,,15.99424,6.6602893
75,《說文》：“方，併船也。象兩舟省緫頭形。汸，方或从水。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,75,False,,10.365413,4.45299
76,《說文》：“填，塞也。从土，真聲。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,76,False,,15.370803,5.745868
77,段玉裁注：“《周禮．籩人記》、《曲禮．內則》、《左傳》、《毛詩》字皆作榛。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,77,False,,12.9158125,-2.8663893
78,《說文》：“，亡也，从亡無聲；无，奇字无，通於元者，王育說：‘天屈西北為无。’”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,78,False,,17.586668,6.0249386
79,林義光《文源》：“按：有非‘不宜有’之義。有，持有也。古从又持肉，不从月。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,79,False,,15.153266,8.594403
81,《說文》：“秦，伯益之後所封國，地宜禾。从禾，舂省。一曰秦，禾名。，籀文秦从秝。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,81,False,,12.205437,6.778846
82,徐鍇繫傳：“舂禾為秦，會意字也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,82,False,,11.4236145,6.871812
84,《說文》：“楚，叢木。一名荊也。从林，疋聲。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,84,False,,15.243685,4.985673
85,《說文》：“周，密也。从用、口。，古文周字从古文及。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,85,False,,13.516672,5.4613075
86,《漢語大字典》按：“古文字三用三橫畫表示，是原始記數符號。＂,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,86,False,,-3.5196154,6.922542
87,《說文》：“宇，屋邊也。从宀，于聲。《易》曰：‘上棟下宇’。，籀文宇从禹。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,87,False,,13.779525,6.6371202
89,徐鍇繫傳：“此本象鳥棲也。”商承祚《殷墟文字類編》：“今諸文正象鳥巢狀。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,89,False,,17.945835,1.9774292
90,《漢語大字典》按：“男，從力、田，力字即像耒形。＂,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,90,False,,7.903548,5.5966945
91,李孝定《甲骨文字集釋》：“栔文从目，外象面部匡廓之形，蓋面部五官中最足引人注意的者莫過於目，故面字从之也。篆文从𦣻，則从口無義可說，乃从目之譌。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,91,False,,6.6884503,3.035247
93,徐灝注箋：“象指、掌之形。小篆中畫微曲，書勢取茂美也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,93,False,,6.93437,0.42370012
94,徐鍇繫傳：“囗象股脛之形。”楊樹達《積微居小學述林》：“股、脛、蹠、跟全部為足，足从囗者，象股脛周圍之形。人體股脛在上，跟蹠在下，依人所視，象股脛之囗當在上層，象蹠跟之止當在下層。然文字之象形，但有平面，無立體，故止能以囗上止下表之也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,94,False,,8.440938,1.6264054
95,《漢語大字典》按：“王筠句讀以為｀从𦫳’二字，乃後人增補，云：｀先有羊而後有𦫳，羊字不可從𦫳也。’”容庚《金文編》卷四：“羊，象羊首形。＂,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,95,False,,8.338585,3.5407503
96,徐灝注箋：“古文、鐘鼎文象上下弦之形，日象圜形，故月象其闕也。小篆相承取字形茂美耳。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,96,False,,6.835874,0.43255484
97,《說文》：“靁，陰陽薄動，靁雨生物者也，从雨，畾象回轉形。，古文靁。，古文靁。，籀文，靁間有回，回，靁聲也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,97,False,,12.34585,4.99138
98,桂馥義證：“就高也者，《孟子》：‘為高必因邱陵。’《九經字樣》：‘京，人所居高丘也。’就字从之。馥按：此言人就高以居也。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,98,False,,21.192007,0.81955415
100,林義光《文源》：“八、分双聲對轉，實本同字。”高鴻縉《中國字例》：“八之本意為分，取假象分背之形，指事字……後世借用為數目八九之八，久而不返，乃如刀為意符作分。”,kde,https://xiaoxue.iis.sinica.edu.tw/yanbian?kaiOrder=1,chinese,train,100,False,,15.924189,9.411781
104,金文中賞賜鉞，見於師克盨（《集成》04467、04468）和虢季子白盤（《集成》10173），師克是掌管左右虎臣的軍事長官，虢季子白參與了對獫狁的作戰並大獲勝利。,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,104,False,,7.959351,-7.9150143
105,“屎”，李家浩先生曾對相關之字做過考釋[56]，即金文中“”、“”等字的異體。金文中“”、“”、“”、“”常表示訓“繼”之“纘/纂”[57]，鎛銘“屎”亦讀爲訓“繼”之“纘/纂”。,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,105,False,,7.5874243,19.447706
106,焂戒鼎（《銘圖》02279）“”作“”，人形下從兩小點。它們與一般的“”字人形、隹形間作一個小點或小竪筆有別，應看作“”的變體。,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,106,False,,4.5833054,-0.29914212
107,近年來，山西省黎城縣西關村周代墓葬中有出土了多件楷（黎）國的銅器，爲春秋時黎國的研究提供了很好的資料。,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,107,False,,-11.233494,6.264986
108,學者們對獫狁的族屬、方位以及它所涉戰爭的時間、地點等問題的研究由來已久,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,108,False,,-8.250562,7.9031105
109,岹山，山名，當是此次與獫狁作戰的地點，待考,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,109,False,,-9.369748,-3.4000208
110,陽，指山南之陽，與前文用作“曩”的“陽”不同。,ksd,https://www.fdgwz.org.cn/Web/Show/13353,chinese,train,110,False,,6.637181,-3.9558938
112,後來看到郭永秉先生主張“倝”字應讀為“旱”[4]，聲韻密合，長久以來我都相信郭先生的意見。,ksd,https://www.fdgwz.org.cn/Web/Show/13350,chinese,train,112,False,,9.119348,15.618944
113,蘇建洲先生已經指出，整理者所隸定的“”，應釋為“倝”，並將“倝”讀為“爰”。[2],ksd,https://www.fdgwz.org.cn/Web/Show/13350,chinese,train,113,False,,7.685481,17.519585
114,復旦讀書會認為此字似是“葉”之訛變。,ksd,https://www.fdgwz.org.cn/Web/Show/13350,chinese,train,114,False,,12.796319,11.247442
115,綜上所述，我們將《李頌》重新釋寫於下：,ksd,https://www.fdgwz.org.cn/Web/Show/13350,chinese,train,115,False,,20.786526,12.696314
118,案《李頌》的“喿”作：，與常見的楚文字樹葉之“葉”字作 ，並不相近，只有侯馬盟書中委質類（編號185·7）名“枼”的人名作：,ksd,https://www.fdgwz.org.cn/Web/Show/13350,chinese,train,118,False,,11.092242,23.620378
121,将其解释为熟睡、睡着之义，文从字顺。其下文的“梦之”也可以证明“卧出”的具体含义，且“梦之”可与“与人战斲（斗）”句读在一起，整句即：“卧出，梦之与人战斲（斗）”。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,121,False,,21.694794,19.088943
122,但是李豪先生将其与佛家的解释联系起来，似未得“卧出”之“出”的语义由来和真正含义。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,122,False,,20.841917,17.64214
123,如果断读为“安等卧，出”就会让人理解为安等人已经卧躺睡觉，然后又突然出去了，为何又出去？,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,123,False,,19.945944,20.01595
125,由此可见整理者的句读及理解有误。“卧”“出”应该被句读在一起，表示熟睡之义。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,125,False,,21.132498,19.241543
126,明代朱橚《普济方·卷二百三十五劳瘵门》曰：“其为状也，发干而耸，或聚或散，或腹中有块，或脑后两边有小结，多者乃至五六，或卧出盗汗，梦与鬼交，虽目视分明，而四肢无力，上气食少，渐就沉羸”。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,126,False,,15.592592,-16.446142
127,此方是治疗结核病的药方，其中“或卧出盗汗，梦与鬼交”一句与上论北京大学藏秦简内容可互参。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,127,False,,-10.441995,-22.254148
128,其中在“有顷，安等皆卧，出。伐刑杀安等，置赤衣死（尸）所，盗取衣器，去买（卖）行道者所”一段内容里，整理者将“卧”和“出”单独句读，且缺释。陶安先生的释文注释亦如此，且将此处翻译为“不久，安等都躺下睡了，我（就）出来了”。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,128,False,,20.752966,20.529743
129,同时引唐代湛然的解释，认为“出”是一种入睡的状态，并认为“卧出”最初是联动结构，词汇化后可看作述补结构。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,129,False,,20.485191,19.027262
130,我们认为李豪先生的改释正确可从。,ksd,https://www.fdgwz.org.cn/Web/Show/13369,chinese,train,130,False,,20.827229,15.143931
131,上述諸字在形體特征上有明顯的相似之處，一些字上部從“厤”，“厂”形又可作“石”形（D1）或“石”省形（E1），“秝”形則也可以作“兼”形。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,131,False,,5.3410025,9.433243
133,一些學者認為是該部件從“𠪊/廉”省變而來，[7]另一些學者則認為其可以和西周金文中常見“蔑𤯍”之“𤯍”聯繫起來。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,133,False,,11.069037,20.120659
134,整理者將辭例（1）中的該字讀為“厤”，訓爲“治”；至於辭例（2）中的“𡐰”字，整理者在注釋中言其“从厤聲，讀爲‘益’，訓爲增添”。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,134,False,,7.332223,17.522738
135,劉剛先生將兩處“𡐰”皆讀為“歉”，辭例（1）可改讀為“老弱饉歉者”，“饉歉”和“飢饉”類似,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,135,False,,12.662952,16.412443
137,陳斯鵬先生也是從金文“蔑𤯍”問題入手，將這兩例“𡐰”讀為“勞”，“勤勞”、“增勞”也都很自然。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,137,False,,10.314775,18.113474
139,由此看來，對於《越公其事》中的“𡐰”字，各方讀法皆有令人不滿意的地方，尚需研究。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,139,False,,13.995302,17.30242
140,綜上，清華簡《越公其事》中“𡐰”皆以讀“歉”說更佳。,ksd,https://www.fdgwz.org.cn/Web/Show/13365,chinese,train,140,False,,13.641531,16.795408
141,銘文内容與《銘圖》01894同，器形相近，僅鼎腹紋飾不同。《銘四》0140未記錄出土信息，不知是否爲科學發掘所得,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,141,False,,-8.806831,3.5019116
142,與《銘三》0164重出。《銘三》所記錄出土信息有誤，當以《銘四》爲是。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,142,False,,-9.027983,2.6303303
143,《銘四》釋文“曾子□□吉金”，認爲第一列下部可補兩字。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,143,False,,-0.9592079,9.784467
145,第一列最下部應還有一字，爲“吉金”之謂語動詞（用、擇一類），故“曾子”之後當缺三字。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,145,False,,-1.1773082,9.670816
146,“五”前一字作“IMG_256”，似是“鼎”字，“作+器物+數量”金文常見。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,146,False,,-5.2646165,3.111317
147,與《銘三》0283重出。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,147,False,,-9.276401,2.0786285
148,由此推估，“中”或可讀爲“仲舅”[9]，即今日所謂“二舅”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,148,False,,2.9519339,-6.1090865
149,若爲同一器，可據《銘圖》03025補出銘文末尾族氏銘文“IMG_256”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,149,False,,-5.418241,2.5271027
150,所謂“弘”字作“IMG_256”，應改釋爲“引”，故該器應稱爲“引甗”。,ksd,https://www.fdgwz.org.cn/Web/Show/13360,chinese,train,150,False,,-5.1984954,2.0843027
151,復旦大學出土文獻與古文字研究中心通訊（2025年）,noise,https://www.fdgwz.org.cn/,chinese,train,151,False,,-21.096916,5.3880754
152,中心網站2026年第一季度論文打包,noise,https://www.fdgwz.org.cn/,chinese,train,152,False,,-21.394707,4.02706
153,我中心兩項成果入選國家語委“黨的十八大以來語言文字事業改革發展成就”,noise,https://www.fdgwz.org.cn/Web/List/1,chinese,train,153,False,,-25.216553,7.499981
155,郭永秉教授入選2015年度上海市“曙光計劃”項目,noise,https://www.fdgwz.org.cn/Web/List/1?page=2,chinese,train,155,False,,-26.088934,5.98387
157,2010年度國家社科基金重大招標項目《馬王堆漢墓簡帛字詞全編》開題,noise,https://www.fdgwz.org.cn/Web/List/1?page=3,chinese,train,157,False,,-22.591633,6.3268948
159,田炜博士“西周金文字词关系研究”获国家社科基金青年项目资助,noise,https://www.fdgwz.org.cn/Web/List/1?page=4,chinese,train,159,False,,-25.488758,6.9227614
160,《长沙马王堆汉墓简帛集成》编纂出版合作协议签字仪式在复旦大学举行,noise,vhttps://www.fdgwz.org.cn/Web/List/1?page=5,chinese,train,160,False,,-23.05332,5.6088905
161,本信息庫包括《甲骨文合集》出版以來學界眾多學者的甲骨綴合成果信息，涵蓋公開出版物、學術網站等多個信息來源。目前庫內共有6600餘條綴合信息，並將持續更新。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,161,False,,-15.196995,18.15316
162,本庫亦支持模糊檢索，即在片號位數相合時，無需輸入著録簡稱也能查得相應綴合信息，模糊檢索結果較多時，檢索頁面僅顯示50條信息，我們會在底部注明檢索結果的總數。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,162,False,,-16.777243,17.833086
163,綴合情況：以“+”表示綴合，“—”表示遙綴，較複雜的綴合會在備注欄說明。用括號適當標注甲骨的不同來源信息。用“〖正〗”“〖反〗”表示甲骨正反兩面的信息。用“（）”“〔〕”“【】”等符號體現綴合信息的層次。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,163,False,,-11.880374,18.922327
164,綴合信息來源網站主要是先秦史研究室網站（www.xianqin.org），涉及發表在該網站的綴合，即直接提供對應的網址，數據由中心甲骨讀書會（張昂、楊熠、黃博、程名卉）整理。相關數據若存在版權問題，請及時與我們聯繫。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,164,False,,-12.7704935,18.093458
165,①綴合者（作者）的重要意見；②學者對於該綴合的重要意見，如實物驗證結果，綴合是否成立等；③學術網站中網友的重要留言，以“網友‘某某’留言”的形式體現,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,165,False,,-11.972212,19.929455
166,我們後續將對《甲骨文合集》出版前的學界綴合成果加以整理，以完善本信息庫，待數據較爲完備時即編製以“著録專書”“綴合學者”等爲主題的分庫，以滿足不同檢索需求；並將適時推出“甲骨著録信息庫”等，以實現聯合檢索，敬請關注。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,166,False,,-14.644824,17.751633
168,過去，甲骨綴合成果散見多處，不便檢索。蔡哲茂先生和黃天樹先生團隊編製綴合總表，並續加更新，爲學界提供了極大便利，也爲我們編纂綴合庫樹立了榜樣。謹此致以崇高的敬意。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,168,False,,-14.063314,17.679333
170,目前庫內共有綴合信息6600餘條，並將持續更新。綴合庫堅持開放原則，內置交流反饋功能，使讀者與編纂人員得以良性互動。,noise,https://www.fdgwz.org.cn/ZhuiHeLab/Home,chinese,train,170,False,,-16.203585,18.466251
173,過去為了找一個字，要在一套一套工具書間翻找，光是查詢就要耗掉半天，現在則縮短到了一秒之間,noise,https://xiaoxue.iis.sinica.edu.tw/guide/,chinese,train,173,False,,-26.258446,-9.681176
175,漢字古今字資料庫由行政院國家科學委員會經費補助，中央研究院歷史語言研究所和資訊科學研究所共同開發，歡迎大家使用！ (2013/04/22),noise,https://xiaoxue.iis.sinica.edu.tw/ccdb,chinese,train,175,False,,-19.045824,7.9145765
176,適用瀏覽器：IE 8.0 以上版本、Firefox 4 以上版本、Google Chrome、Safari 5 以上版本,noise,https://xiaoxue.iis.sinica.edu.tw/ccdb,chinese,train,176,False,,-28.318825,-9.39339
